timestamp,x,y,z
1030,7.52,5.26,10.2
1040,7.81,5.41,10.49
1050,7.62,5.44,10.55
1060,7.03,5.81,9.94
1070,6.56,6.07,8.97
1080,6.57,6.47,8.17
1090,7.43,6.65,8.03
1100,8.61,6.71,8.47
1110,9.52,6.76,9.04
1120,9.46,7.0,9.43
1130,8.71,7.47,9.48
1140,8.07,7.82,9.41
1150,7.99,8.13,9.51
1160,8.55,8.48,10.11
1170,9.52,8.36,10.79
1180,10.03,8.17,11.09
1190,9.61,8.17,10.76
1200,8.19,8.22,10.22
1210,6.64,8.14,9.7
1220,5.23,8.07,9.35
1230,4.03,7.98,9.29
1240,3.12,7.9,9.57
1250,2.52,7.72,10.05
1260,1.87,7.35,10.8
1270,0.82,7.06,11.67
1280,-0.6,6.87,12.5
1290,-1.67,6.86,12.9
1300,-2.22,6.74,12.81
1310,-2.38,6.71,12.29
1320,-2.24,6.72,11.64
1330,-1.63,6.85,11.2
1340,-0.44,6.86,11.14
1350,0.92,6.78,11.24
1360,1.89,6.55,11.15
1370,2.05,6.31,10.86
1380,1.39,6.19,10.21
1390,0.12,6.05,9.43
1400,-1.33,5.94,8.56
1410,-2.54,5.92,7.75
1420,-2.98,6.04,7.29
1430,-2.31,6.1,7.32
1440,-0.76,5.81,7.75
1450,0.42,5.39,8.2
1460,0.4,5.04,8.43
1470,-0.7,4.83,8.45
1480,-2.25,4.63,8.28
1490,-3.68,4.47,8.02
1500,-4.62,4.39,7.56
1510,-4.98,4.36,7.05
1520,-4.57,4.18,6.63
1530,-3.49,3.98,6.49
1540,-2.06,3.75,6.85
1550,-1.17,3.45,7.72
1560,-1.41,3.16,8.62
1570,-2.56,3.09,9.11
1580,-3.91,3.09,9.11
1590,-4.79,3.15,8.76
1600,-4.99,3.14,8.27
1610,-4.41,3.17,7.81
1620,-2.86,3.23,7.47
1630,-0.91,3.22,7.44
1640,0.56,3.09,7.44
1650,0.99,3.14,7.36
1660,0.26,3.18,7.29
1670,-1.03,3.31,7.18
1680,-2.07,3.45,7.12
1690,-2.26,3.68,7.09
1700,-1.61,3.8,7.32
1710,-0.45,3.98,7.57
1720,0.6,4.19,7.73
1730,1.44,4.4,7.65
1740,2.09,4.61,7.46
1750,2.52,4.77,7.23
1760,2.66,4.84,7.07
1770,2.59,4.91,6.98
1780,2.43,4.95,7.0
1790,2.27,5.02,7.06
1800,2.1,5.12,7.19
1810,1.9,5.2,7.25
1820,1.75,5.26,7.27
1830,1.59,5.32,7.18
1840,1.47,5.34,7.04
1850,1.55,5.37,7.02
1860,1.64,5.45,7.16
1870,1.7,5.58,7.44
1880,1.85,5.75,7.73
1890,2.05,5.92,8.03
1900,2.35,6.05,8.25
1910,2.63,6.07,8.34
1920,2.6,6.13,8.4
1930,2.38,6.19,8.5
1940,2.36,6.41,8.59
1950,2.22,6.49,8.71
1960,2.14,6.68,8.74
1970,2.17,6.83,8.78
1980,2.27,6.88,8.84
1990,2.37,6.97,8.86
2000,2.37,6.96,8.93
