timestamp,x,y,z
0,-1.88,7.2,7.23
10,-2.26,7.14,7.16
20,-2.78,6.99,7.21
30,-3.3,6.85,7.26
40,-3.7,6.73,7.2
50,-3.91,6.64,6.93
60,-3.78,6.51,6.65
70,-3.53,6.34,6.44
80,-3.34,6.19,6.37
90,-3.25,6.04,6.45
100,-3.22,5.85,6.49
110,-3.26,5.67,6.4
120,-3.32,5.48,6.4
130,-3.37,5.26,6.57
140,-3.48,5.06,6.72
150,-3.52,4.88,6.59
160,-3.47,4.74,6.33
170,-3.11,4.62,6.07
180,-2.48,4.49,5.9
190,-1.88,4.41,5.71
200,-1.52,4.39,5.66
210,-1.31,4.39,5.66
220,-0.98,4.32,5.39
230,-0.85,4.14,5.15
240,-1.24,3.81,5.08
250,-2.1,3.6,5.2
260,-2.67,3.37,5.24
270,-2.79,3.14,5.07
280,-2.65,2.87,4.61
290,-2.73,2.72,4.25
300,-3.17,2.53,4.28
310,-3.56,2.64,4.82
320,-3.12,2.82,5.68
330,-1.81,3.06,6.42
340,-0.2,3.45,6.62
350,1.25,3.87,6.34
360,2.56,4.41,5.95
370,3.91,4.87,5.66
380,5.27,5.45,5.32
390,6.96,6.1,5.21
400,8.85,6.78,5.72
410,10.45,7.46,7.14
420,11.16,7.81,8.64
430,10.8,7.92,8.64
440,9.95,7.8,7.19
450,9.45,7.72,5.56
460,9.62,7.9,5.22
470,10.83,8.13,6.59
480,11.73,8.37,8.89
490,11.77,8.72,11.09
500,10.79,8.73,12.66
510,9.22,8.99,13.03
520,8.14,9.2,13.01
530,7.57,9.68,12.66
540,7.18,10.29,13.05
550,6.53,10.9,13.86
560,5.28,11.31,13.91
570,3.34,11.75,13.0
580,1.45,12.23,12.02
590,0.32,12.69,11.39
600,0.1,13.04,11.3
610,0.1,13.09,11.55
620,0.03,12.97,11.67
630,-0.23,12.55,11.36
640,-0.97,11.93,10.87
650,-1.84,11.25,10.4
660,-2.95,10.5,10.07
670,-4.31,9.95,9.7
680,-5.87,9.41,9.05
690,-7.13,9.15,8.21
700,-7.02,8.88,7.84
710,-5.83,8.46,8.02
720,-4.92,8.01,8.08
730,-4.71,7.71,7.77
740,-4.85,7.47,7.72
750,-4.52,7.03,7.92
760,-3.97,6.55,7.93
770,-3.64,6.0,7.84
780,-3.82,5.37,7.89
790,-4.07,4.92,8.4
800,-4.3,4.57,8.98
810,-4.4,4.24,9.26
820,-4.44,3.83,8.92
830,-4.55,3.46,8.4
840,-4.43,2.95,8.06
850,-4.66,2.47,7.82
860,-5.42,2.22,7.61
870,-6.32,2.03,7.49
880,-7.15,1.88,7.15
890,-7.47,1.75,6.64
900,-6.94,1.68,6.4
910,-5.69,1.67,6.78
920,-4.34,1.74,7.31
930,-3.27,1.9,7.49
940,-2.76,2.07,7.22
950,-2.35,2.28,6.86
960,-1.96,2.5,6.7
970,-1.57,2.7,6.54
980,-1.13,2.8,6.01
990,-0.79,2.99,5.3
1000,-0.51,3.22,4.78
1010,-0.31,3.36,4.41
1020,-0.28,3.58,4.13
1030,-0.07,3.81,3.98
1040,0.46,4.0,3.93
1050,1.36,4.29,4.01
1060,2.58,4.68,4.46
1070,3.64,4.99,4.97
1080,4.0,5.31,5.35
1090,3.71,5.55,5.78
1100,2.86,5.75,6.01
1110,2.07,5.91,5.96
1120,1.79,6.0,5.77
1130,1.94,6.16,5.65
1140,2.27,6.38,5.79
1150,2.61,6.65,5.88
1160,2.85,6.91,5.83
1170,3.18,7.07,5.69
1180,3.43,7.2,5.5
1190,3.59,7.33,5.48
1200,3.49,7.36,5.83
1210,3.33,7.38,6.39
1220,3.18,7.51,6.77
1230,3.05,7.62,7.13
1240,2.92,7.74,7.48
1250,2.8,7.86,7.57
1260,2.67,7.95,7.48
1270,2.4,8.05,7.34
1280,2.19,8.15,7.31
1290,2.35,8.23,7.48
1300,2.73,8.33,7.76
1310,3.01,8.41,7.96
1320,3.06,8.49,8.07
1330,2.96,8.5,8.0
1340,2.69,8.49,7.82
1350,2.18,8.51,7.89
1360,1.89,8.5,8.17
1370,1.94,8.58,8.43
1380,2.2,8.68,8.65
1390,2.59,8.77,8.82
1400,2.99,8.77,8.98
1410,3.22,8.72,9.05
1420,3.16,8.61,9.06
1430,2.72,8.5,9.11
1440,2.18,8.35,9.11
1450,1.78,8.19,9.03
1460,1.57,8.03,8.88
1470,1.46,7.9,8.77
1480,1.53,7.82,8.72
1490,1.65,7.74,8.67
1500,1.69,7.66,8.63
1510,1.57,7.59,8.62
1520,1.47,7.5,8.49
1530,1.36,7.42,8.27
1540,1.17,7.34,8.1
1550,1.07,7.23,8.02
1560,1.01,7.14,7.99
1570,1.03,7.07,7.91
1580,1.17,7.02,7.78
1590,1.31,6.98,7.76
1600,1.25,6.93,7.73
1610,1.1,6.88,7.76
1620,0.79,6.82,7.75
1630,0.56,6.81,7.67
1640,0.47,6.76,7.64
1650,0.47,6.73,7.59
1660,0.52,6.71,7.5
1670,0.72,6.69,7.31
1680,1.07,6.72,7.2
1690,1.27,6.76,7.28
1700,1.32,6.78,7.45
1710,1.23,6.79,7.47
1720,0.96,6.78,7.4
1730,0.67,6.77,7.36
1740,0.51,6.77,7.46
1750,0.47,6.79,7.57
1760,0.49,6.85,7.57
1770,0.62,6.9,7.58
1780,0.78,6.95,7.65
1790,0.89,6.99,7.61
1800,0.85,7.0,7.49
1810,0.61,7.03,7.45
1820,0.32,7.01,7.52
1830,0.21,7.01,7.59
1840,0.35,7.06,7.49
1850,0.51,7.1,7.45
1860,0.66,7.16,7.55
1870,0.85,7.22,7.8
1880,1.08,7.25,7.8
1890,1.09,7.26,7.79
1900,0.83,7.24,7.77
1910,0.55,7.18,7.75
1920,0.45,7.17,7.69
1930,0.5,7.19,7.64
1940,0.64,7.21,7.52
1950,0.91,7.22,7.36
1960,1.12,7.25,7.39
1970,1.19,7.26,7.57
1980,1.18,7.24,7.7
1990,1.21,7.2,7.69
2000,1.14,7.18,7.59
