timestamp,x,y,z
0,-0.49,7.24,8.09
10,-0.61,7.3,8.03
20,-0.63,7.43,8.04
30,-0.45,7.64,8.08
40,-0.06,7.91,8.14
50,0.43,8.18,8.2
60,0.95,8.43,8.32
70,1.41,8.7,8.4
80,1.51,8.95,8.64
90,1.2,9.05,8.79
100,0.68,9.06,8.6
110,0.18,9.07,8.44
120,-0.16,9.14,8.56
130,-0.15,9.16,8.69
140,0.21,9.26,8.86
150,0.48,9.26,9.06
160,0.55,9.32,9.11
170,0.9,9.32,9.32
180,1.19,9.32,9.44
190,1.36,9.36,9.51
200,1.46,9.17,9.25
210,0.94,8.86,8.56
220,-0.12,8.69,7.48
230,-1.2,8.64,6.56
240,-2.11,8.5,6.07
250,-2.85,8.32,5.84
260,-3.38,8.16,5.71
270,-3.69,7.99,5.24
280,-3.82,7.77,4.82
290,-3.85,7.48,4.65
300,-3.96,7.07,4.68
310,-4.35,6.58,4.57
320,-4.89,6.11,4.31
330,-5.28,5.7,4.24
340,-5.5,5.29,4.32
350,-5.62,4.9,4.45
360,-5.77,4.58,4.38
370,-5.91,4.24,4.15
380,-5.79,3.97,3.91
390,-5.44,3.68,3.91
400,-5.0,3.43,3.82
410,-4.38,3.16,3.72
420,-3.72,2.97,3.58
430,-3.2,2.77,3.64
440,-2.75,2.64,3.69
450,-2.59,2.46,3.87
460,-2.34,2.38,3.78
470,-1.94,2.27,3.62
480,-1.83,2.3,3.89
490,-1.92,2.46,4.6
500,-1.78,2.63,5.34
510,-1.61,2.94,5.82
520,-1.49,3.21,6.04
530,-1.41,3.45,6.01
540,-0.99,3.59,5.8
550,-0.36,3.71,5.6
560,0.32,3.83,5.57
570,0.72,3.94,5.7
580,0.53,4.02,5.86
590,0.03,4.11,6.11
600,-0.45,4.31,6.38
610,-0.67,4.59,6.47
620,-0.42,4.93,6.54
630,0.37,5.46,7.08
640,1.87,5.96,8.05
650,4.02,6.55,8.96
660,6.55,7.06,10.05
670,8.14,6.87,10.59
680,7.19,6.77,9.63
690,4.28,6.57,8.23
700,1.48,6.72,6.77
710,0.86,7.09,6.81
720,2.18,7.47,7.9
730,3.95,7.95,8.6
740,4.97,8.5,8.46
750,5.06,9.2,7.74
760,4.99,9.8,6.95
770,5.33,10.6,6.26
780,5.78,11.44,6.16
790,6.11,12.57,6.63
800,6.36,13.66,7.75
810,6.67,14.54,8.99
820,6.72,15.29,9.48
830,6.52,15.78,9.65
840,5.97,15.91,9.55
850,5.05,15.91,9.23
860,5.05,15.65,9.33
870,5.33,15.18,10.0
880,4.37,14.49,10.67
890,2.48,13.65,10.91
900,0.2,12.78,10.98
910,-2.06,12.07,11.18
920,-3.8,11.33,11.47
930,-5.32,10.77,11.66
940,-6.85,10.21,11.28
950,-8.06,9.78,10.64
960,-8.09,9.44,10.57
970,-5.8,8.89,11.74
980,-4.35,8.49,12.57
990,-3.86,8.24,12.8
1000,-4.25,7.96,12.39
1010,-5.07,7.58,11.62
1020,-5.99,7.24,10.54
1030,-6.86,6.89,9.33
1040,-7.35,6.59,7.94
1050,-7.29,6.32,6.47
1060,-6.47,6.18,5.72
1070,-4.73,5.98,5.98
1080,-3.4,5.92,6.52
1090,-2.71,5.74,6.71
1100,-2.24,5.52,6.99
1110,-1.89,5.24,7.62
1120,-2.2,4.91,7.99
1130,-3.07,4.45,7.56
1140,-3.94,4.18,6.93
1150,-4.31,3.93,6.63
1160,-4.46,3.75,6.55
1170,-4.64,3.6,6.42
1180,-4.82,3.38,6.38
1190,-4.94,3.17,6.29
1200,-5.07,3.03,6.04
1210,-5.05,2.94,5.78
1220,-4.8,2.89,5.44
1230,-4.34,2.8,5.07
1240,-3.65,2.74,5.02
1250,-2.52,2.58,5.47
1260,-1.21,2.6,5.95
1270,-0.05,2.77,6.13
1280,0.91,3.0,6.22
1290,1.53,3.27,6.38
1300,1.92,3.66,6.49
1310,2.3,3.88,6.2
1320,2.4,4.05,5.69
1330,1.97,4.21,5.29
1340,1.26,4.27,5.0
1350,1.04,4.33,4.86
1360,1.66,4.48,4.88
