timestamp,x,y,z
0,-1.78,6.66,7.66
10,-1.88,6.64,7.59
20,-2.2,6.63,7.65
30,-2.41,6.63,7.76
40,-2.31,6.62,7.79
50,-2.11,6.64,7.8
60,-2.0,6.64,7.78
70,-2.07,6.64,7.74
80,-2.15,6.67,7.73
90,-2.09,6.63,7.69
100,-2.07,6.65,7.63
110,-1.98,6.68,7.63
120,-2.01,6.73,7.55
130,-2.08,6.7,7.52
140,-2.15,6.68,7.57
150,-2.16,6.68,7.6
160,-2.2,6.7,7.49
170,-2.27,6.65,7.4
180,-2.34,6.62,7.28
190,-2.46,6.6,7.26
200,-2.41,6.62,7.41
210,-2.29,6.63,7.53
220,-2.33,6.62,7.57
230,-2.43,6.67,7.54
240,-2.63,6.61,7.58
250,-2.81,6.53,7.45
260,-2.9,6.55,7.33
270,-2.89,6.47,7.25
280,-2.66,6.27,7.41
290,-3.13,6.75,7.33
300,-3.13,6.62,7.31
310,-3.01,6.48,7.28
320,-3.02,6.45,7.24
330,-3.11,6.51,7.12
340,-3.1,6.47,7.16
350,-3.08,6.41,7.3
360,-3.17,6.47,7.44
370,-3.32,6.37,7.49
380,-3.56,6.32,7.42
390,-3.65,6.27,7.24
400,-3.69,6.25,7.13
410,-3.66,6.12,7.3
420,-3.72,6.01,7.6
430,-3.92,5.92,7.74
440,-4.2,5.8,7.83
450,-4.43,5.74,7.92
460,-4.44,5.66,7.88
470,-4.38,5.54,7.75
480,-4.22,5.4,7.63
490,-3.86,5.25,7.52
500,-3.49,5.2,7.36
510,-3.26,5.13,7.21
520,-3.07,5.05,7.16
530,-3.07,5.05,7.2
540,-3.2,4.99,7.28
550,-3.23,4.87,7.35
560,-3.25,4.76,7.34
570,-3.34,4.68,7.19
580,-3.36,4.56,6.92
590,-3.27,4.52,6.72
600,-2.93,4.56,6.64
610,-2.51,4.6,6.67
620,-1.94,4.64,6.78
630,-1.48,4.63,6.89
640,-1.21,4.61,6.88
650,-0.93,4.61,6.81
660,-0.52,4.71,6.93
670,0.07,4.76,7.15
680,0.45,4.9,7.48
690,0.66,5.02,7.87
700,0.89,5.14,8.23
710,1.06,5.15,8.47
720,1.3,5.02,8.36
730,1.56,4.85,8.26
740,1.62,4.73,8.38
750,1.57,4.64,8.57
760,1.54,4.55,8.81
770,1.72,4.52,9.0
780,1.95,4.42,9.11
790,2.26,4.33,9.2
800,2.46,4.23,9.39
810,2.86,4.18,9.54
820,3.33,4.18,9.58
830,3.56,4.09,9.5
840,3.48,3.96,9.46
850,3.35,3.84,9.57
860,3.27,3.77,9.8
870,3.18,3.64,9.88
880,3.2,3.51,10.11
890,3.3,3.51,10.46
900,3.74,3.49,10.57
910,4.17,3.4,10.35
920,4.41,3.32,10.18
930,4.45,3.31,10.16
940,4.26,3.3,10.29
950,3.92,3.23,10.36
960,3.73,3.13,10.4
970,3.71,3.03,10.3
980,3.87,2.87,10.07
990,3.93,2.79,10.02
1000,3.83,2.79,10.3
1010,3.75,2.85,10.67
1020,3.85,2.93,11.14
1030,4.02,3.01,11.62
1040,4.29,2.98,11.7
1050,4.43,2.87,11.45
1060,4.13,2.77,11.23
1070,3.72,2.75,11.19
1080,3.37,2.78,11.28
1090,3.18,2.83,11.45
1100,3.07,2.89,11.62
1110,3.04,2.97,11.78
1120,3.17,3.01,11.78
1130,3.53,3.04,11.63
1140,4.08,3.01,11.48
1150,4.15,3.04,11.62
1160,3.86,3.13,11.81
1170,3.6,3.17,11.93
1180,3.41,3.18,12.01
1190,3.58,3.2,11.76
1200,3.73,3.22,11.49
1210,3.23,3.24,11.44
1220,2.38,3.22,11.58
1230,1.75,3.28,11.72
1240,1.66,3.44,11.83
1250,1.96,3.59,11.74
1260,2.14,3.72,11.64
1270,2.49,3.87,11.5
1280,3.09,4.04,11.6
1290,3.24,4.18,11.98
1300,2.66,4.25,12.45
1310,1.59,4.27,12.45
1320,1.18,4.25,12.05
1330,0.8,4.21,11.51
1340,0.54,4.18,10.99
1350,0.61,4.2,10.72
1360,0.52,4.24,10.65
1370,0.26,4.29,10.64
1380,-0.0,4.35,10.68
1390,-0.45,4.42,10.71
1400,-0.8,4.5,10.6
1410,-0.8,4.54,10.28
1420,-0.73,4.54,9.88
1430,-0.91,4.55,9.74
1440,-1.42,4.62,9.93
1450,-1.8,4.77,10.19
1460,-1.97,4.87,10.17
1470,-2.12,4.92,9.95
1480,-2.25,4.88,9.54
1490,-2.36,4.81,9.29
1500,-2.27,4.75,9.34
1510,-2.06,4.76,9.44
1520,-1.96,4.78,9.54
1530,-2.07,4.74,9.51
1540,-2.2,4.7,9.5
1550,-2.19,4.6,9.48
1560,-2.17,4.57,9.57
1570,-2.03,4.56,9.67
1580,-1.93,4.49,9.58
1590,-1.93,4.45,9.42
1600,-1.78,4.41,9.14
1610,-1.44,4.42,9.0
1620,-1.13,4.53,9.12
1630,-0.81,4.63,9.31
1640,-0.45,4.59,9.25
1650,-0.4,4.39,9.03
1660,-0.6,4.14,8.84
1670,-0.99,4.01,8.71
1680,-1.38,3.92,8.65
1690,-1.49,3.9,8.58
1700,-1.36,3.87,8.39
1710,-1.14,3.87,8.33
1720,-1.0,3.83,8.23
1730,-0.77,3.79,8.07
1740,-0.65,3.74,7.95
1750,-0.63,3.68,7.93
1760,-0.31,3.68,8.07
1770,0.07,3.71,8.25
1780,0.39,3.77,8.23
1790,0.68,3.83,8.18
1800,0.91,3.91,8.16
1810,1.1,3.98,8.01
1820,1.11,3.98,7.73
1830,0.89,3.91,7.43
1840,0.64,3.86,7.32
1850,0.55,3.82,7.35
1860,0.8,3.76,7.35
1870,1.31,3.71,7.39
1880,1.74,3.72,7.56
1890,1.98,3.71,7.92
1900,1.93,3.77,8.06
1910,1.77,3.77,7.98
1920,1.63,3.79,7.92
1930,1.61,3.81,7.79
1940,1.59,3.86,7.76
1950,1.59,3.9,7.88
1960,1.84,3.97,8.01
1970,2.19,4.0,8.1
1980,2.72,4.13,8.43
1990,3.23,4.44,8.85
2000,3.63,4.69,9.13
