timestamp,x,y,z
1300,2.58,6.84,6.8
1310,2.15,6.99,7.09
1320,1.49,7.18,7.05
1330,1.19,7.37,6.98
1340,1.34,7.45,7.1
1350,1.62,7.43,7.25
1360,1.72,7.5,7.15
1370,1.86,7.63,6.84
1380,2.15,7.86,6.64
1390,2.83,8.18,6.86
1400,3.86,8.37,7.57
1410,4.66,8.5,8.18
1420,4.48,8.56,8.26
1430,3.74,8.69,8.03
1440,2.5,8.73,7.88
1450,1.18,8.71,7.79
1460,0.22,8.8,7.44
1470,0.14,8.96,7.28
1480,1.05,9.17,7.49
1490,2.13,9.43,7.81
1500,2.62,9.64,8.01
1510,2.78,9.82,8.12
1520,2.85,9.88,8.37
1530,2.7,9.85,8.52
1540,2.3,9.81,8.33
1550,1.8,9.77,8.08
1560,1.39,9.8,7.85
1570,1.04,9.83,7.78
1580,0.88,9.84,7.59
1590,0.86,9.79,7.36
1600,0.81,9.67,7.26
1610,0.74,9.53,7.38
1620,0.88,9.41,7.5
1630,1.1,9.24,7.66
1640,1.03,9.1,7.73
1650,0.74,8.92,7.66
1660,0.57,8.75,7.56
1670,0.32,8.53,7.51
1680,0.11,8.34,7.49
1690,0.2,8.15,7.35
1700,0.29,7.98,7.25
1710,0.25,7.84,7.18
1720,0.09,7.69,7.02
1730,-0.03,7.58,6.72
1740,-0.15,7.45,6.5
1750,-0.13,7.38,6.29
1760,-0.1,7.31,6.0
1770,-0.15,7.3,5.84
1780,-0.06,7.29,6.01
1790,0.16,7.27,6.31
1800,0.15,7.27,6.36
1810,0.17,7.26,6.37
1820,0.21,7.26,6.39
1830,0.12,7.26,6.4
1840,-0.04,7.23,6.28
1850,-0.08,7.2,6.12
1860,-0.02,7.19,6.06
1870,0.3,7.21,6.25
1880,0.55,7.25,6.41
1890,0.43,7.31,6.43
1900,0.11,7.35,6.45
1910,-0.17,7.39,6.51
1920,-0.35,7.43,6.44
1930,-0.34,7.44,6.41
1940,-0.11,7.49,6.45
1950,0.19,7.6,6.44
1960,0.4,7.69,6.53
1970,0.55,7.76,6.59
1980,0.6,7.81,6.69
1990,0.55,7.86,6.9
2000,0.49,7.87,7.12
