timestamp,x,y,z
0,-0.02,6.89,7.34
10,0.04,6.86,7.25
20,0.06,6.86,7.19
30,0.11,6.85,7.12
40,0.11,6.84,7.05
50,0.09,6.85,7.03
60,0.15,6.84,7.1
70,0.24,6.79,7.09
80,0.33,6.79,7.06
90,0.37,6.79,7.08
100,0.38,6.78,7.14
110,0.37,6.77,7.12
120,0.37,6.75,7.06
130,0.44,6.72,7.07
140,0.46,6.72,7.08
150,0.41,6.67,7.06
160,0.33,6.62,6.98
170,0.33,6.55,6.92
180,0.33,6.43,6.85
190,0.26,6.28,6.78
200,0.13,6.13,6.74
210,-0.02,5.93,6.63
220,-0.21,5.75,6.54
230,-0.31,5.54,6.4
240,-0.33,5.34,6.25
250,-0.34,5.13,6.24
260,-0.44,4.96,6.12
270,-0.47,4.81,5.84
280,-0.23,4.74,5.64
290,-0.04,4.74,5.6
300,0.34,4.75,5.6
310,1.01,4.74,5.7
320,1.71,4.7,5.74
330,2.26,4.6,5.71
340,2.51,4.42,5.41
350,2.88,4.26,4.92
360,3.7,4.16,4.82
370,6.21,4.44,5.22
380,9.4,4.72,6.88
390,11.57,4.57,8.66
400,10.29,4.22,9.48
410,7.14,3.77,9.19
420,3.09,3.72,8.89
430,0.35,4.17,9.18
440,-0.25,5.07,10.76
450,1.18,6.17,12.55
460,3.19,7.32,13.79
470,4.38,8.44,14.4
480,3.85,9.53,14.56
490,2.7,10.57,14.71
500,2.07,11.65,15.08
510,2.49,12.66,15.06
520,3.41,13.32,14.84
530,3.52,13.58,14.2
540,2.15,13.47,13.3
550,0.38,13.18,12.57
560,-1.0,12.65,12.23
570,-2.09,12.0,12.35
580,-2.62,11.46,12.1
590,-3.31,10.86,11.74
600,-4.14,10.29,11.6
610,-4.87,9.73,11.57
620,-5.88,9.24,11.39
630,-7.15,8.74,10.84
640,-7.96,8.39,10.12
650,-7.47,8.12,9.6
660,-6.48,7.74,9.39
670,-6.26,7.32,8.99
680,-6.31,6.93,8.6
690,-6.14,6.67,8.47
700,-5.87,6.29,8.49
710,-5.13,6.07,8.32
720,-3.78,5.79,8.31
730,-2.68,5.53,8.32
740,-2.21,5.21,8.17
750,-2.37,4.92,8.0
760,-2.95,4.59,7.81
770,-3.66,4.25,7.62
780,-4.39,3.93,7.28
