timestamp,x,y,z
0,0.83,6.27,9.03
10,1.05,6.31,9.09
20,1.23,6.38,9.19
30,1.32,6.35,8.96
40,1.24,6.43,8.57
50,1.05,6.52,8.37
60,1.03,6.68,8.34
70,1.11,6.62,8.66
80,1.21,6.69,8.81
90,1.12,6.76,8.93
100,1.05,6.89,8.89
110,1.12,7.04,8.88
120,1.33,7.16,8.8
130,1.57,7.32,8.73
140,1.69,7.43,8.71
150,1.64,7.52,8.72
160,1.33,7.57,8.79
170,1.38,7.65,8.55
180,1.21,7.59,8.41
190,1.07,7.56,8.25
200,0.91,7.47,8.29
210,0.77,7.4,8.45
220,0.6,7.28,8.72
230,0.45,7.15,8.97
240,0.1,6.97,9.18
250,-0.24,6.77,9.03
260,-0.72,6.54,8.72
270,-1.13,6.39,8.18
280,-1.36,6.17,7.62
290,-1.47,5.98,7.0
300,-1.48,5.71,6.46
310,-1.47,5.46,5.99
320,-1.52,5.26,5.67
330,-1.64,5.06,5.54
340,-1.92,4.79,5.59
350,-2.27,4.59,5.77
360,-2.59,4.35,6.12
370,-2.81,4.09,6.53
380,-2.9,3.82,6.97
390,-2.89,3.61,7.45
400,-2.65,3.39,7.83
410,-2.21,3.25,7.89
420,-1.58,3.3,7.93
430,-0.92,3.31,8.1
440,-0.51,3.31,8.16
450,-0.66,3.48,7.88
460,-1.06,3.6,7.44
470,-1.28,3.75,6.85
480,-1.12,3.91,6.45
490,-0.48,4.04,6.3
500,0.28,4.15,6.53
510,0.92,4.33,6.82
520,1.22,4.61,7.06
530,1.26,4.89,7.35
540,1.23,5.13,7.64
550,1.4,5.35,7.73
560,1.97,5.52,7.7
570,2.82,5.68,7.67
580,3.5,5.77,7.78
590,4.12,5.88,7.84
600,4.44,5.87,7.86
610,4.72,5.87,7.44
620,4.65,5.88,7.02
630,4.35,6.07,7.02
640,4.05,6.49,7.6
650,3.87,6.76,8.72
660,3.61,7.12,10.05
670,3.84,7.5,11.03
680,4.53,7.58,11.2
690,5.28,7.59,10.07
700,5.89,7.97,7.9
710,6.68,8.31,5.88
720,7.49,8.51,4.82
730,8.17,8.68,4.68
740,8.4,8.86,5.06
750,8.12,8.91,5.53
760,7.35,8.89,6.11
770,6.42,9.01,6.7
780,5.98,9.17,7.26
790,5.83,9.04,7.99
800,5.65,9.18,8.75
810,5.3,9.22,9.59
820,4.78,9.17,10.17
830,3.98,9.15,10.14
840,3.13,9.32,9.68
850,2.49,9.45,9.24
860,2.07,9.47,9.22
870,1.69,9.55,9.5
880,1.3,9.43,10.08
890,0.95,9.33,10.8
900,0.58,9.11,11.61
910,0.13,8.68,12.17
920,-0.55,8.28,12.36
930,-1.28,8.02,12.07
940,-1.87,7.83,11.62
950,-2.0,7.76,11.47
960,-1.83,7.56,11.62
970,-1.68,7.38,11.69
980,-1.72,7.14,11.39
990,-1.96,6.87,10.53
1000,-2.45,6.74,9.39
1010,-3.04,6.75,8.21
1020,-3.25,6.71,7.45
1030,-2.97,6.5,7.34
1040,-2.25,6.21,7.74
1050,-1.61,5.88,8.4
1060,-1.38,5.51,9.04
1070,-1.53,5.15,9.42
1080,-1.95,4.87,9.58
1090,-2.58,4.63,9.52
1100,-3.28,4.38,9.1
1110,-4.08,4.19,8.49
1120,-4.64,4.17,8.06
1130,-4.67,4.15,7.87
1140,-4.11,4.0,8.0
1150,-3.2,3.76,8.08
1160,-2.21,3.59,7.97
1170,-1.41,3.53,7.72
1180,-1.02,3.59,7.51
1190,-1.07,3.58,7.45
1200,-1.42,3.54,7.42
1210,-1.78,3.48,7.32
1220,-1.81,3.39,7.13
1230,-1.29,3.35,6.96
1240,-0.51,3.28,7.11
1250,0.21,3.18,7.44
1260,0.56,3.17,7.7
1270,0.41,3.25,7.9
1280,-0.12,3.41,7.96
1290,-0.55,3.65,7.68
1300,-0.54,3.92,7.19
1310,-0.01,4.2,6.78
1320,0.91,4.38,6.62
1330,1.79,4.47,6.64
1340,2.29,4.61,6.53
1350,2.38,4.84,6.33
1360,2.29,5.07,6.03
1370,2.25,5.33,5.79
1380,2.34,5.61,5.93
1390,2.5,5.7,6.16
1400,2.69,5.77,6.48
1410,2.87,5.76,6.69
1420,2.78,5.72,6.89
1430,2.4,5.79,6.9
1440,1.65,5.92,6.94
1450,0.97,6.03,6.92
1460,0.59,6.18,6.98
1470,0.5,6.34,7.08
1480,0.63,6.48,7.34
1490,1.07,6.62,7.59
1500,1.62,6.67,7.79
1510,2.22,6.72,8.01
1520,2.58,6.78,8.26
1530,2.47,6.8,8.37
1540,1.79,6.83,8.38
1550,0.92,7.03,8.24
1560,0.32,7.22,8.18
1570,0.41,7.44,8.19
1580,1.11,7.44,8.47
1590,1.92,7.48,8.93
1600,2.42,7.44,9.39
1610,2.42,7.33,9.74
1620,1.99,7.29,9.81
1630,1.46,7.21,9.54
1640,1.03,7.21,9.16
1650,0.79,7.22,8.71
1660,0.79,7.29,8.37
1670,1.09,7.29,8.35
1680,1.49,7.18,8.54
1690,1.76,7.17,8.74
1700,1.82,7.05,8.89
1710,1.77,6.96,8.83
1720,1.63,6.91,8.59
1730,1.48,6.88,8.47
1740,1.45,6.79,8.47
1750,1.36,6.72,8.5
1760,1.13,6.65,8.56
1770,0.74,6.71,8.63
1780,0.4,6.72,8.68
1790,0.22,6.73,8.66
1800,0.21,6.72,8.51
1810,0.32,6.71,8.38
1820,0.62,6.65,8.31
1830,0.79,6.6,8.35
1840,0.73,6.62,8.37
1850,0.51,6.66,8.38
1860,0.33,6.69,8.43
1870,0.26,6.7,8.4
1880,0.42,6.72,8.34
1890,0.79,6.74,8.34
1900,1.12,6.74,8.38
1910,1.38,6.73,8.43
1920,1.45,6.66,8.42
1930,1.28,6.7,8.34
1940,1.15,6.68,8.16
1950,1.04,6.63,8.15
1960,1.02,6.6,8.18
1970,1.02,6.5,8.19
1980,0.91,6.44,8.27
1990,0.67,6.43,8.26
2000,0.47,6.46,8.13
