timestamp,x,y,z
1750,1.82,-0.78,10.45
1760,1.96,-0.78,10.49
1770,2.16,-0.76,10.52
1780,2.28,-0.78,10.53
1790,2.19,-0.78,10.57
1800,2.01,-0.78,10.65
1810,1.86,-0.77,10.76
1820,1.75,-0.71,10.8
1830,1.73,-0.65,10.91
1840,1.77,-0.58,10.84
1850,1.79,-0.53,10.6
1860,1.77,-0.44,10.5
1870,1.77,-0.28,10.58
1880,1.22,-0.05,11.02
1890,0.59,-0.02,11.93
1900,0.86,-0.03,11.78
1910,1.39,-0.17,11.18
1920,0.87,0.91,10.25
1930,1.35,0.38,10.47
1940,2.26,-0.45,10.26
1950,2.58,-0.56,10.18
1960,3.03,-0.39,10.01
1970,3.19,0.05,10.01
1980,3.27,0.21,10.21
1990,3.19,0.33,10.26
2000,3.28,0.24,10.19
