timestamp,x,y,z
0,0.97,6.34,8.41
10,1.0,6.39,8.37
20,1.15,6.38,8.25
30,1.39,6.48,8.31
40,1.41,6.47,8.42
50,1.1,6.46,8.41
60,0.8,6.3,8.44
70,0.57,6.1,8.32
80,0.37,6.14,8.2
90,0.49,6.21,7.9
100,0.95,6.51,8.15
110,1.14,6.51,8.43
120,0.74,6.34,8.38
130,0.79,6.4,8.24
140,0.93,6.29,8.05
150,0.73,6.27,8.12
160,0.69,6.24,8.23
170,0.67,6.26,8.2
180,0.68,6.27,8.15
190,0.6,6.24,8.29
200,0.39,6.28,8.39
210,0.28,6.23,8.32
220,0.04,6.04,8.06
230,-0.11,5.98,8.0
240,-0.31,5.95,8.2
250,-0.37,6.01,8.52
260,-0.17,6.09,8.39
270,0.11,6.08,7.78
280,0.65,6.11,7.25
290,1.09,6.12,6.87
300,1.38,6.07,6.91
310,1.42,6.16,7.23
320,1.44,6.27,7.67
330,1.54,6.17,8.09
340,1.81,6.33,8.49
350,2.55,6.24,8.49
360,3.03,5.94,8.13
370,3.51,6.01,7.88
380,4.11,5.88,7.94
390,4.73,5.61,8.05
400,5.27,5.42,8.06
410,5.5,5.31,8.09
420,5.63,5.2,8.39
430,5.49,5.24,9.04
440,5.22,5.23,9.64
450,4.97,5.19,9.94
460,4.55,5.13,10.01
470,3.89,5.15,9.84
480,3.36,5.12,9.43
490,3.26,5.04,8.83
500,3.57,4.93,8.36
510,4.08,4.84,8.37
520,5.61,4.59,8.27
530,5.47,4.68,8.77
540,4.85,4.38,9.34
550,4.57,4.46,9.65
560,4.03,4.5,9.45
570,3.59,4.5,9.1
580,3.5,4.49,9.04
590,3.47,4.48,9.29
600,3.27,4.47,9.67
610,2.97,4.47,9.91
620,2.43,4.55,10.01
630,1.52,4.65,10.15
640,0.48,4.78,10.44
650,-0.39,4.89,10.81
660,-1.1,5.0,10.96
670,-1.79,5.1,10.91
680,-2.48,5.25,10.79
690,-3.17,5.43,10.69
700,-3.97,5.62,10.42
710,-4.7,5.8,10.17
720,-5.19,5.99,9.8
730,-5.43,6.05,9.29
740,-5.21,6.04,8.64
750,-4.67,6.05,8.04
760,-4.17,6.06,7.63
770,-3.73,6.04,7.36
780,-3.29,6.04,7.21
790,-2.94,6.0,7.05
800,-2.66,5.92,6.9
810,-2.28,5.82,6.72
820,-2.03,5.73,6.54
830,-1.96,5.66,6.53
840,-2.21,5.58,6.76
850,-2.3,5.51,7.11
860,-2.09,5.4,7.12
870,-1.75,5.21,6.68
880,-1.62,5.39,6.18
890,-0.65,4.93,5.84
900,-0.24,4.82,6.07
910,-0.36,4.81,6.79
920,-0.26,4.79,7.56
930,0.51,4.85,7.85
940,1.58,4.55,7.5
950,2.24,4.36,6.81
960,1.92,4.37,6.74
970,1.03,4.39,7.37
980,-0.12,4.39,8.54
990,-0.78,4.56,9.81
1000,0.23,4.41,10.79
1010,1.54,4.05,10.77
1020,1.89,4.13,10.09
1030,1.9,4.46,9.63
1040,1.61,4.44,9.4
1050,1.01,4.57,9.15
1060,0.21,4.71,9.02
1070,-0.56,4.92,9.06
1080,-1.06,5.04,9.43
1090,-1.11,5.1,10.01
1100,-0.67,5.05,10.25
1110,0.2,4.84,9.78
1120,1.09,4.73,9.08
