timestamp,x,y,z
780,-0.21,4.53,8.42
790,1.06,4.44,9.04
800,2.45,4.41,10.07
810,3.9,4.41,11.44
820,5.78,4.46,12.9
830,7.61,4.58,13.58
840,9.24,4.77,13.6
850,10.22,4.83,13.33
860,10.18,4.88,13.17
870,9.56,4.91,13.06
880,8.58,4.87,12.85
890,7.51,4.73,12.76
900,6.67,4.63,12.64
910,6.05,4.6,12.36
920,5.41,4.53,11.9
930,4.85,4.5,11.32
940,4.35,4.5,10.68
950,3.96,4.51,10.01
960,3.78,4.53,9.39
970,3.79,4.53,8.99
980,3.89,4.51,8.79
990,3.95,4.49,8.77
1000,3.95,4.45,8.66
1010,3.79,4.35,8.49
1020,3.51,4.17,8.28
1030,3.11,3.99,7.89
1040,2.54,3.74,7.48
1050,1.93,3.51,7.05
1060,1.37,3.32,6.7
1070,1.0,3.19,6.54
1080,0.83,3.14,6.51
1090,0.78,3.14,6.56
1100,0.89,3.12,6.62
1110,1.02,3.12,6.6
1120,1.12,3.07,6.53
1130,1.13,3.07,6.54
1140,1.43,3.02,6.54
1150,1.96,2.84,6.53
1160,2.31,2.78,6.74
1170,2.62,2.74,7.25
1180,2.97,2.76,7.84
1190,3.41,2.68,8.27
1200,4.23,2.58,8.35
1210,5.19,2.37,8.5
1220,5.55,2.13,8.99
1230,5.02,1.9,9.5
1240,4.25,1.7,9.86
1250,3.55,1.38,10.16
1260,3.17,1.19,10.45
1270,3.62,1.03,10.52
1280,4.6,0.92,10.55
1290,5.34,0.96,10.93
1300,5.69,1.07,11.57
1310,5.77,1.16,12.29
1320,5.23,1.16,12.78
1330,3.98,1.11,13.12
1340,2.82,1.2,13.42
1350,2.07,1.34,13.88
1360,1.55,1.57,14.26
1370,1.15,1.75,14.56
1380,0.48,1.9,14.67
1390,-0.55,2.09,14.63
1400,-1.65,2.18,14.43
1410,-2.32,2.29,13.96
1420,-2.37,2.38,13.4
1430,-2.09,2.51,12.95
1440,-1.84,2.57,12.63
1450,-1.71,2.57,12.41
1460,-1.59,2.58,12.37
1470,-1.36,2.59,12.27
1480,-1.15,2.53,12.1
1490,-1.06,2.44,11.78
1500,-0.99,2.3,11.31
1510,-0.88,2.2,10.93
1520,-0.68,2.07,10.62
1530,-0.36,1.98,10.31
1540,-0.02,1.93,10.12
1550,0.37,1.89,9.97
1560,0.7,1.9,9.87
1570,0.89,1.87,9.83
1580,0.97,1.79,9.75
1590,0.96,1.7,9.66
1600,1.08,1.63,9.64
1610,1.26,1.58,9.77
1620,1.47,1.58,10.01
1630,1.51,1.54,10.26
1640,1.54,1.5,10.37
1650,1.59,1.43,10.41
1660,1.62,1.34,10.31
1670,1.7,1.27,10.27
1680,1.83,1.24,10.3
1690,1.99,1.23,10.38
1700,2.21,1.24,10.46
1710,2.47,1.26,10.52
1720,2.55,1.25,10.53
1730,2.51,1.23,10.48
1740,2.44,1.19,10.46
1750,2.43,1.15,10.52
1760,2.52,1.17,10.53
1770,2.64,1.19,10.45
1780,2.66,1.21,10.49
1790,2.69,1.24,10.48
1800,2.67,1.3,10.46
1810,2.59,1.31,10.4
1820,2.39,1.32,10.4
1830,2.26,1.31,10.42
1840,2.21,1.33,10.45
1850,2.19,1.37,10.5
1860,2.22,1.37,10.59
1870,2.25,1.4,10.63
1880,2.22,1.47,10.61
1890,2.19,1.49,10.56
1900,2.12,1.5,10.46
1910,2.02,1.48,10.38
1920,1.95,1.51,10.26
1930,1.96,1.5,10.21
1940,2.01,1.5,10.31
1950,2.11,1.53,10.37
1960,2.17,1.55,10.36
1970,2.06,1.56,10.27
1980,1.93,1.54,10.22
1990,1.82,1.54,10.15
2000,1.81,1.57,10.1
