timestamp,x,y,z
0,0.29,5.94,9.39
10,0.6,5.96,9.32
20,0.95,5.92,9.27
30,1.06,5.94,9.29
40,1.06,5.95,9.35
50,0.94,5.86,9.35
60,0.78,6.01,9.25
70,0.57,6.0,9.32
80,0.51,6.01,9.41
90,0.5,6.04,9.32
100,0.52,5.88,9.22
110,0.46,5.94,8.98
120,0.43,5.98,8.91
130,0.44,6.03,8.89
140,0.46,6.11,8.78
150,0.51,6.05,8.66
160,0.67,5.93,8.4
170,0.87,5.95,8.16
180,0.98,5.85,8.1
190,1.02,5.8,8.1
200,1.01,5.72,8.12
210,1.04,5.66,8.1
220,0.94,5.59,7.97
230,0.89,5.49,7.81
240,1.12,5.37,7.38
250,1.68,5.24,6.7
260,2.35,5.1,6.12
270,2.95,5.03,5.95
280,3.42,4.92,6.19
290,3.58,5.08,6.39
300,4.03,4.62,7.13
310,4.79,4.27,7.91
320,5.7,4.04,8.18
330,6.7,3.92,7.83
340,7.52,3.96,7.35
350,8.31,4.19,7.24
360,9.23,4.46,7.4
370,10.06,4.67,7.72
380,10.69,4.82,8.11
390,10.41,4.89,8.79
400,9.36,5.0,9.78
410,7.89,5.17,10.59
420,6.27,5.64,10.32
430,5.57,5.17,10.33
440,5.29,5.11,10.04
450,3.26,5.08,10.35
460,0.68,4.97,11.13
470,-1.92,5.22,11.6
480,-3.64,4.84,12.18
490,-4.7,5.06,12.69
500,-5.46,5.14,12.88
510,-5.73,5.15,12.72
520,-5.57,5.19,12.28
530,-5.58,5.33,11.73
540,-5.58,5.35,11.35
550,-5.45,5.32,10.78
560,-5.05,5.29,9.97
570,-4.68,5.2,8.99
580,-4.4,5.19,8.11
590,-4.1,5.12,7.35
600,-3.74,5.03,6.81
610,-3.39,4.97,6.52
620,-3.15,4.88,6.32
630,-2.95,4.85,6.14
640,-2.7,4.75,5.84
650,-2.39,4.65,5.36
660,-2.05,4.5,5.03
670,-1.85,4.36,4.96
680,-1.73,4.31,5.41
