timestamp,x,y,z
0,3.5,3.26,10.86
10,3.54,3.25,11.07
20,3.43,3.22,11.1
30,3.46,3.32,10.87
40,3.15,3.51,10.53
50,2.83,3.66,10.38
60,2.65,3.87,10.14
70,2.77,3.71,10.35
80,2.69,3.41,9.74
90,2.51,3.12,8.76
100,2.62,3.63,9.05
110,2.88,4.28,9.89
120,2.99,4.41,10.17
130,2.86,4.2,9.89
140,2.52,4.05,9.58
150,2.2,4.02,9.62
160,2.11,3.99,9.6
170,2.05,4.05,9.51
180,2.22,4.02,9.33
190,2.49,3.94,9.21
200,2.62,3.82,9.06
210,2.9,3.75,8.93
220,3.28,3.69,8.88
230,3.49,3.64,8.77
240,3.8,3.59,8.59
250,4.28,3.49,8.19
260,4.92,3.4,7.87
270,5.85,3.34,7.74
280,6.59,3.23,7.7
290,6.99,3.17,7.71
300,7.37,3.16,7.75
310,7.88,2.98,7.63
320,8.2,2.95,7.63
330,8.01,2.92,8.21
340,7.58,2.96,9.07
350,7.04,2.92,9.61
360,6.54,2.87,9.78
370,6.11,2.86,9.65
380,5.56,2.88,9.56
390,4.81,2.93,9.75
400,4.05,3.05,10.17
410,3.28,3.14,10.71
420,2.49,3.21,11.28
430,1.75,3.24,11.67
440,1.05,3.28,11.92
450,0.46,3.35,12.05
460,-0.07,3.41,12.09
470,-0.31,3.5,12.11
480,-0.3,3.56,11.94
490,-0.3,3.59,11.69
500,-0.47,3.66,11.45
510,-0.62,3.73,11.27
520,-0.75,3.8,10.89
530,-0.86,3.86,10.49
540,-0.89,3.88,10.11
550,-0.77,3.91,9.73
560,-0.7,3.91,9.29
570,-0.59,3.92,8.97
580,-0.39,3.95,8.72
590,-0.17,3.95,8.61
600,0.24,3.87,8.59
610,0.73,3.73,8.47
620,1.03,3.56,8.33
630,0.81,3.52,8.34
640,0.46,3.59,8.33
650,0.25,4.05,8.78
660,0.29,3.9,8.77
670,0.59,3.82,8.48
680,0.74,3.59,8.02
690,0.77,3.52,8.01
700,0.53,3.61,8.19
710,0.3,3.6,8.37
720,0.15,3.6,8.64
730,0.09,3.52,8.82
740,0.5,3.37,8.71
750,0.9,3.34,8.51
760,0.57,3.39,8.47
770,-0.12,3.46,8.85
780,-0.57,3.42,9.38
790,-0.66,3.26,9.76
800,-0.3,3.13,9.8
810,-0.06,2.93,9.45
820,-0.27,2.85,9.3
830,-0.95,2.74,9.58
840,-1.57,2.75,10.46
850,-1.37,2.63,11.35
860,-0.71,2.46,11.6
870,-0.02,2.19,11.06
880,0.42,2.25,10.51
890,0.6,2.35,10.09
900,0.5,2.59,9.84
910,0.62,2.86,9.87
920,1.35,2.91,9.76
930,2.09,2.82,9.62
940,2.58,3.02,9.84
950,2.76,3.03,10.13
960,3.27,2.96,10.35
970,3.91,2.86,10.86
980,4.56,2.85,11.57
990,5.4,2.77,12.05
1000,6.9,2.59,12.11
1010,8.33,2.54,11.93
1020,9.05,2.47,12.07
1030,9.19,2.6,12.47
1040,8.77,2.74,12.77
1050,8.4,2.77,12.46
1060,8.19,2.73,11.68
1070,8.4,2.61,10.89
1080,8.42,2.7,10.58
1090,7.63,2.84,10.74
1100,6.63,2.95,10.89
1110,5.74,3.1,10.68
1120,4.95,3.12,10.16
1130,4.21,3.07,9.57
1140,3.49,3.1,9.1
1150,2.97,3.1,8.65
1160,2.59,3.21,8.14
1170,2.82,3.25,7.56
1180,3.38,3.2,6.99
1190,3.7,3.07,6.66
1200,3.4,2.92,6.64
1210,2.9,2.86,6.76
1220,2.25,2.73,6.89
1230,1.82,2.67,6.97
1240,2.03,2.57,6.76
1250,2.74,2.37,6.29
1260,3.58,2.14,5.92
1270,4.14,1.93,5.96
1280,4.16,1.67,6.39
1290,3.85,1.37,7.07
1300,4.03,1.28,7.55
1310,4.5,1.11,7.81
1320,4.98,0.83,8.1
1330,5.05,0.54,8.44
1340,4.85,0.38,8.94
1350,4.45,0.37,9.4
1360,4.09,0.54,10.06
1370,4.12,0.55,10.24
1380,4.36,0.39,10.03
1390,4.65,0.25,9.65
1400,5.08,0.1,9.19
1410,5.43,0.04,9.1
1420,5.11,-0.07,9.54
1430,4.11,-0.11,10.51
1440,3.28,-0.05,11.6
