-7.49,13.52,3.11
-3.85,14.09,3.85
-1.41,14.40,3.64
1.89,14.36,2.08
5.67,14.13,2.01
10.73,13.97,3.38
15.67,13.17,5.95
20.35,13.47,9.51
23.87,11.35,10.99
25.17,9.31,12.03
26.37,7.71,13.75
28.46,6.37,15.15
31.82,5.14,15.11
32.37,4.07,16.20
31.32,3.35,15.18
27.85,2.70,12.96
23.86,2.38,10.47
20.59,2.67,8.65
18.44,3.43,8.00
16.63,4.23,8.77
14.93,5.10,10.41
12.86,5.83,12.37
9.92,6.29,14.12
6.60,6.49,14.58
3.74,6.52,13.58
1.55,6.73,12.74
0.81,6.78,11.97
0.40,7.03,12.03
0.43,7.71,12.00
-0.78,8.19,10.84
-2.10,9.02,9.54
-4.92,9.66,8.86
-9.28,9.89,7.26
-15.43,10.29,5.29
-24.23,9.59,5.46
-29.38,7.97,3.55
-33.53,6.42,2.98
-35.51,5.17,2.31
-35.51,4.70,0.60
-35.41,4.32,-0.22
-35.25,4.07,-0.13
-34.26,4.05,0.55
-31.95,4.22,1.64
-28.77,4.53,2.69
-25.71,5.02,3.77
-22.44,5.66,4.28
-19.58,6.36,4.79
-17.41,7.01,5.09
-15.88,7.64,5.13
-14.73,8.00,4.47
-13.37,8.48,1.69
-12.27,9.94,-0.74
-8.92,11.42,-4.57
-4.65,13.13,-6.64
-0.14,14.55,-4.77
4.16,16.29,1.86
7.97,17.64,10.98
11.06,18.40,19.86
13.51,18.26,25.94
15.25,17.36,27.16
15.59,15.95,25.49
15.74,14.71,23.65
16.16,13.61,23.60
16.13,11.61,25.03
14.71,11.95,26.80
15.43,10.21,25.08
14.16,8.76,24.45
12.99,7.36,23.19
13.17,6.50,20.66
12.96,5.72,18.40
12.41,5.32,16.68
11.19,5.24,16.06
9.17,5.08,16.94
6.63,4.64,18.25
4.97,4.56,18.96
4.31,4.70,19.44
3.48,4.73,20.27
3.16,4.98,19.82
2.76,5.33,18.22
2.60,5.40,16.58
1.80,5.30,16.63
2.05,5.49,15.73
2.73,5.75,14.72
3.99,6.30,13.32
3.28,6.68,12.40
2.14,6.74,11.19
1.38,6.87,9.49
0.59,6.95,7.23
-0.43,6.71,4.59
-2.16,6.33,2.98
-3.93,6.00,2.46
-5.31,5.52,2.23
-6.19,5.25,1.74
-6.94,4.95,1.21
-7.08,5.14,0.49
-8.57,4.87,0.18
-10.00,4.86,-0.78
-12.05,4.92,-1.29
-14.11,5.26,-1.56
-16.51,5.42,-1.73
-19.02,5.71,-1.22
